,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
43,shake-shack-westfield-stratford-london,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.542793, 'longitude': -0.0056309}",+44 1923 555167,9611.346068059676,m2LfsS31BPZAFUMoV9K_BA,https://s3-media4.fl.yelpcdn.com/bphoto/rXVfsWl2RIOIATHnO5neRg/o.jpg,False,"{'address1': 'Westfield Stratford', 'address2': '124 - 125 The Street', 'address3': 'Westfield City', 'city': 'London', 'zip_code': 'E20 1EN', 'country': 'GB', 'state': 'XGL', 'display_address': ['Westfield Stratford', '124 - 125 The Street', 'Westfield City', 'London E20 1EN', 'United Kingdom']}",Shake Shack Westfield Stratford,+441923555167,££,3.0,18,[],https://www.yelp.com/biz/shake-shack-westfield-stratford-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
44,byron-london-10,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.4919408, 'longitude': -0.1931383}",+44 20 7370 7991,4589.528740702921,DigGhMrEF_eUDgrB2Nb6EA,https://s3-media2.fl.yelpcdn.com/bphoto/kzBXWZsxbLKYS2U0mrWc1g/o.jpg,False,"{'address1': '242 Earls Court Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW5 9AA', 'country': 'GB', 'state': 'XGL', 'display_address': ['242 Earls Court Road', 'London SW5 9AA', 'United Kingdom']}",Byron,+442073707991,££,4.0,31,[],https://www.yelp.com/biz/byron-london-10?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
45,chicken-shop-and-dirty-burger-london,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5202475130651, 'longitude': -0.0553108379244804}",+44 20 3727 6165,5640.78495174767,nrtTiymhOVM7rEXlZnj1VQ,https://s3-media2.fl.yelpcdn.com/bphoto/Bz5lkxrbQ-T1CK22AiK-vw/o.jpg,False,"{'address1': '27A Mile End Road', 'address2': 'Whitechapel', 'address3': '', 'city': 'London', 'zip_code': 'E1 4TP', 'country': 'GB', 'state': 'XGL', 'display_address': ['27A Mile End Road', 'Whitechapel', 'London E1 4TP', 'United Kingdom']}",Chicken Shop & Dirty Burger,+442037276165,££,3.5,22,[],https://www.yelp.com/biz/chicken-shop-and-dirty-burger-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
46,shake-shack-london-17,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5126787, 'longitude': -0.0940466}",+44 1923 886211,2900.2122960556903,Mq5C5kLqDupbAQvq3kqkiQ,https://s3-media2.fl.yelpcdn.com/bphoto/hGJ6TECHw3i0kWn-YTnpyA/o.jpg,False,"{'address1': '45 Cannon St', 'address2': '', 'address3': None, 'city': 'London', 'zip_code': 'EC4M 5SH', 'country': 'GB', 'state': 'XGL', 'display_address': ['45 Cannon St', 'London EC4M 5SH', 'United Kingdom']}",Shake Shack,+441923886211,,3.0,2,[],https://www.yelp.com/biz/shake-shack-london-17?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
47,gourmet-burger-kitchen-london-3,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.457162, 'longitude': -0.07531}",+44 20 8693 9307,7483.0834699402285,rvgeFBnX_k8spgNrmU9g4A,https://s3-media2.fl.yelpcdn.com/bphoto/FnpbsH_bMfnQcyKTwwUCNA/o.jpg,False,"{'address1': '121 Lordship Lane', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE22 8HU', 'country': 'GB', 'state': 'XGL', 'display_address': ['121 Lordship Lane', 'London SE22 8HU', 'United Kingdom']}",Gourmet Burger Kitchen,+442086939307,£££,3.5,8,[],https://www.yelp.com/biz/gourmet-burger-kitchen-london-3?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
48,byron-burger-london-3,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5239697946818, 'longitude': -0.0738464904115453}",+44 20 7012 1199,4472.280207800943,wQKysM8oq-RHOjGY-2hp9g,https://s3-media2.fl.yelpcdn.com/bphoto/DfbF19aFIblgFeXbtwM_lQ/o.jpg,False,"{'address1': '34 Bethnal Green Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'E1 6HT', 'country': 'GB', 'state': 'XGL', 'display_address': ['34 Bethnal Green Road', 'London E1 6HT', 'United Kingdom']}",Byron Burger,+442070121199,££,4.0,10,[],https://www.yelp.com/biz/byron-burger-london-3?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
49,dip-and-flip-wimbledon-wimbledon,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 51.4197473, 'longitude': -0.2027887}",,11339.092926963276,o36QGeErTq7-OKE8DnIF1A,https://s3-media1.fl.yelpcdn.com/bphoto/EFdkNYChOWeCxBEJsxWv5Q/o.jpg,False,"{'address1': '62 The Broadway', 'address2': '', 'address3': '', 'city': 'Wimbledon', 'zip_code': 'SW19 1RQ', 'country': 'GB', 'state': 'XGL', 'display_address': ['62 The Broadway', 'Wimbledon SW19 1RQ', 'United Kingdom']}",Dip & Flip- Wimbledon,,£,4.5,15,[],https://www.yelp.com/biz/dip-and-flip-wimbledon-wimbledon?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
0,halo-burger-london,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.4634315801126, 'longitude': -0.112393741801952}",,5730.583325315845,pxFIrplOuxY5eq0CO3u3jg,https://s3-media2.fl.yelpcdn.com/bphoto/Tk4q0ToiybIEHO2sVuQ_cQ/o.jpg,False,"{'address1': '49 Brixton Station Rd', 'address2': '', 'address3': None, 'city': 'London', 'zip_code': 'SW9 8PQ', 'country': 'GB', 'state': 'XGL', 'display_address': ['49 Brixton Station Rd', 'London SW9 8PQ', 'United Kingdom']}",Halo Burger,,,3.0,2,[],https://www.yelp.com/biz/halo-burger-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
1,gourmet-burger-kitchen-london-23,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.515552520752, 'longitude': -0.204611003398895}",+44 872 148 0449,4760.455383284607,npWQxBa8BeU7dxVOrP3KDg,https://s3-media1.fl.yelpcdn.com/bphoto/4GkyWkzPyXOFOz6SEnqKqw/o.jpg,False,"{'address1': '160 Portobello Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W11 2EB', 'country': 'GB', 'state': 'XGL', 'display_address': ['160 Portobello Road', 'London W11 2EB', 'United Kingdom']}",Gourmet Burger Kitchen,+448721480449,££,4.0,26,[],https://www.yelp.com/biz/gourmet-burger-kitchen-london-23?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
2,white-horse-and-bower-london,"[{'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 51.494947720592, 'longitude': -0.130818391464269}",+44 20 7227 0950,2020.5647817623274,ZddMK4sdCH3ZHxckOU3Gzg,https://s3-media2.fl.yelpcdn.com/bphoto/o2089OfupfMmmQYvVYSSfA/o.jpg,False,"{'address1': '86 Horseferry Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW1P 2EE', 'country': 'GB', 'state': 'XGL', 'display_address': ['86 Horseferry Road', 'London SW1P 2EE', 'United Kingdom']}",White Horse & Bower,+442072270950,££,4.0,16,[],https://www.yelp.com/biz/white-horse-and-bower-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
3,hummus-bar-kosher-london,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 51.5729853, 'longitude': -0.1990985}",+44 20 3872 3777,7997.91719654457,oym1ptQLRClx77TDcyvgMQ,https://s3-media4.fl.yelpcdn.com/bphoto/pmsu07jaV5h4JZNEwCff-Q/o.jpg,False,"{'address1': '82 Golders Green Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'NW11 8LN', 'country': 'GB', 'state': 'XGL', 'display_address': ['82 Golders Green Road', 'London NW11 8LN', 'United Kingdom']}",Hummus Bar Kosher,+442038723777,££,5.0,5,[],https://www.yelp.com/biz/hummus-bar-kosher-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
4,hard-rock-cafe-london-london-2,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 51.5037473579887, 'longitude': -0.149002075195312}",+44 20 7514 1700,1355.160048694933,HNWUddTPDn13CdN3tMQsvQ,https://s3-media3.fl.yelpcdn.com/bphoto/MgxXoXVl61pViuKvX12BlA/o.jpg,False,"{'address1': '150 Old Park Lane', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1K 1QZ', 'country': 'GB', 'state': 'XGL', 'display_address': ['150 Old Park Lane', 'London W1K 1QZ', 'United Kingdom']}",Hard Rock Cafe London,+442075141700,££,4.0,190,[],https://www.yelp.com/biz/hard-rock-cafe-london-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
5,bird-london-3,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5477038431951, 'longitude': -0.106000900268555}",+44 20 3195 8788,4396.1514612461515,Hn7xFglSaFntkNvfD7QWTQ,https://s3-media1.fl.yelpcdn.com/bphoto/DREm8sHfP0KPT5EAbFZOHg/o.jpg,False,"{'address1': '81 Holloway Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'N7 8LT', 'country': 'GB', 'state': 'XGL', 'display_address': ['81 Holloway Road', 'London N7 8LT', 'United Kingdom']}",Bird,+442031958788,££,3.5,13,[],https://www.yelp.com/biz/bird-london-3?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
6,bad-egg-london,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 51.5190628570666, 'longitude': -0.0901236708194643}",+44 20 3006 6222,3246.122903249668,YdVIZvwZPeSmWVCRKeXPxQ,https://s3-media3.fl.yelpcdn.com/bphoto/VxwK0tlQ2qQTnVL0N0vOcg/o.jpg,False,"{'address1': 'City Point Unit 1b', 'address2': '1 Ropemaker Street', 'address3': '', 'city': 'London', 'zip_code': 'EC2Y 9AW', 'country': 'GB', 'state': 'XGL', 'display_address': ['City Point Unit 1b', '1 Ropemaker Street', 'London EC2Y 9AW', 'United Kingdom']}",Bad Egg,+442030066222,££,3.5,45,[],https://www.yelp.com/biz/bad-egg-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
7,dizzys-diner-london,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 51.4066762, 'longitude': -0.0302361}",+44 20 8650 6010,13892.086266245431,vat_x6U5pRNdNKzXEaeqQQ,https://s3-media1.fl.yelpcdn.com/bphoto/3FVTuj2UBWGz1tVQlKcerQ/o.jpg,False,"{'address1': '256-258 High Street', 'address2': 'Beckenham', 'address3': None, 'city': 'London', 'zip_code': 'BR3 1DZ', 'country': 'GB', 'state': 'XGL', 'display_address': ['256-258 High Street', 'Beckenham', 'London BR3 1DZ', 'United Kingdom']}",Dizzy's Diner,+442086506010,££,4.0,7,[],https://www.yelp.com/biz/dizzys-diner-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
8,the-blues-kitchen-brixton-london,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 51.4605150821635, 'longitude': -0.119194015860558}",+44 20 7274 0591,5932.39643924437,ZTom_9Coox493K9iDcFECQ,https://s3-media1.fl.yelpcdn.com/bphoto/425J4GxE1S-8M6PSKV5LHA/o.jpg,False,"{'address1': '40 Acre Lane', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW2 5SP', 'country': 'GB', 'state': 'XGL', 'display_address': ['40 Acre Lane', 'London SW2 5SP', 'United Kingdom']}",The Blues Kitchen Brixton,+442072740591,££,4.0,13,[],https://www.yelp.com/biz/the-blues-kitchen-brixton-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
9,the-green-man-london-4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 51.5203403848919, 'longitude': -0.170288935243775}",+44 20 7723 7980,2517.9919024354394,GnnDJItGezwBebBYR3EegA,https://s3-media2.fl.yelpcdn.com/bphoto/UTDpOUwvpNy7Dmq52atcxg/o.jpg,False,"{'address1': '308 Edgware Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W2 1DY', 'country': 'GB', 'state': 'XGL', 'display_address': ['308 Edgware Road', 'London W2 1DY', 'United Kingdom']}",The Green Man,+442077237980,££,3.0,20,[],https://www.yelp.com/biz/the-green-man-london-4?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
10,the-two-brewers-london-3,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.513384161247, 'longitude': -0.12717818336342}",+44 20 7836 7395,610.4718905781494,oMBo3a1hkFAEG7go_DNUrg,https://s3-media3.fl.yelpcdn.com/bphoto/aM2XbpgBZzfGIk9VkNkglw/o.jpg,False,"{'address1': '40 Monmouth Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'WC2H 9EP', 'country': 'GB', 'state': 'XGL', 'display_address': ['40 Monmouth Street', 'London WC2H 9EP', 'United Kingdom']}",The Two Brewers,+442078367395,££,4.0,25,[],https://www.yelp.com/biz/the-two-brewers-london-3?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
11,byron-london,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.4992887613397, 'longitude': -0.198423290372511}",+44 20 7361 1717,4578.343749117742,GcLWCBXIGpar2R9qtfjNsA,https://s3-media2.fl.yelpcdn.com/bphoto/aIBPSj_9hQExkhzjOZY5zg/o.jpg,False,"{'address1': '222 Kensington High Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W8 7RG', 'country': 'GB', 'state': 'XGL', 'display_address': ['222 Kensington High Street', 'London W8 7RG', 'United Kingdom']}",Byron,+442073611717,££,3.5,46,[],https://www.yelp.com/biz/byron-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
12,shake-shack-canary-wharf-london,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 51.5048674, 'longitude': -0.0188277}",+44 1923 555182,8150.795048171813,djFUnQWKPYMAmgUWXvDuYw,https://s3-media4.fl.yelpcdn.com/bphoto/wO9_RdC7Pg4q0qfMmEcbIg/o.jpg,False,"{'address1': 'Canary Wharf', 'address2': '40 Canada Square', 'address3': 'Park Pavilion', 'city': 'London', 'zip_code': 'E14 5FW', 'country': 'GB', 'state': 'XGL', 'display_address': ['Canary Wharf', '40 Canada Square', 'Park Pavilion', 'London E14 5FW', 'United Kingdom']}",Shake Shack Canary Wharf,+441923555182,£,3.5,9,[],https://www.yelp.com/biz/shake-shack-canary-wharf-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
13,flat-iron-london-4,"[{'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 51.515075713969, 'longitude': -0.129648385965984}",,502.5481449593608,tsAuzSMOkVFYB3RFqC0Lgw,https://s3-media1.fl.yelpcdn.com/bphoto/n4Kq1paTpqFg6iO-XWqcVg/o.jpg,False,"{'address1': '9 Denmark Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'WC2H 8LS', 'country': 'GB', 'state': 'XGL', 'display_address': ['9 Denmark Street', 'London WC2H 8LS', 'United Kingdom']}",Flat Iron,,££,4.5,92,[],https://www.yelp.com/biz/flat-iron-london-4?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
14,the-draft-house-london-3,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 51.5028699547583, 'longitude': -0.0769468034392541}",+44 20 7378 9995,4231.5898306272065,53pYlbjaaq1l8R1H53O0mQ,https://s3-media1.fl.yelpcdn.com/bphoto/KEHxIUBzzmlMeP__tRiylA/o.jpg,False,"{'address1': '206-208 Tower Bridge Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE1 2UP', 'country': 'GB', 'state': 'XGL', 'display_address': ['206-208 Tower Bridge Road', 'London SE1 2UP', 'United Kingdom']}",The Draft House,+442073789995,££,3.5,67,[],https://www.yelp.com/biz/the-draft-house-london-3?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
15,gourmet-burger-kitchen-london-22,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5519027709961, 'longitude': -0.193084001541138}",+44 20 7794 5455,5872.506911076466,_ln6Cv9HpJU80bRw17eJeA,https://s3-media1.fl.yelpcdn.com/bphoto/Tz1PFynkiH1sID7wBR4byQ/o.jpg,False,"{'address1': '331 W End Lane', 'address2': 'West Hampstead', 'address3': '', 'city': 'London', 'zip_code': 'NW6 1RS', 'country': 'GB', 'state': 'XGL', 'display_address': ['331 W End Lane', 'West Hampstead', 'London NW6 1RS', 'United Kingdom']}",Gourmet Burger Kitchen,+442077945455,££,4.0,17,[],https://www.yelp.com/biz/gourmet-burger-kitchen-london-22?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
16,pho-and-bun-london,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.512014, 'longitude': -0.131796}",+44 20 7287 3528,302.01158868189185,rypof-1hJc2U08slZ76x-g,https://s3-media3.fl.yelpcdn.com/bphoto/_OEzOkshQ63nzkKYGuQJSw/o.jpg,False,"{'address1': '76 Shaftesbury Avenue', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1D 6ND', 'country': 'GB', 'state': 'XGL', 'display_address': ['76 Shaftesbury Avenue', 'London W1D 6ND', 'United Kingdom']}",Pho & Bun,+442072873528,££,3.5,38,[],https://www.yelp.com/biz/pho-and-bun-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
17,red-dog-saloon-london,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 51.527391991854, 'longitude': -0.080643577066601}",+44 20 3551 8014,4155.255383842728,ioz1_So1Xa5kSYD5nVW0cQ,https://s3-media1.fl.yelpcdn.com/bphoto/nfdhbhUqC5QwM3BwfQ5HRw/o.jpg,False,"{'address1': '37 Hoxton Square', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'N1 6NN', 'country': 'GB', 'state': 'XGL', 'display_address': ['37 Hoxton Square', 'London N1 6NN', 'United Kingdom']}",Red Dog Saloon,+442035518014,££,3.5,91,[],https://www.yelp.com/biz/red-dog-saloon-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
18,gourmet-burger-kitchen-london-28,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.513195, 'longitude': -0.100059}",+44 20 7248 9199,2485.2502291018577,qVOkcGtJZb5Ia-SKgZOg3Q,https://s3-media4.fl.yelpcdn.com/bphoto/wp4EzH2YLIWGOQjWnaRQzA/o.jpg,False,"{'address1': 'Condor House', 'address2': 'Unit 4 St Pauls Church Yard', 'address3': '', 'city': 'London', 'zip_code': 'EC4M 8AL', 'country': 'GB', 'state': 'XGL', 'display_address': ['Condor House', 'Unit 4 St Pauls Church Yard', 'London EC4M 8AL', 'United Kingdom']}",Gourmet Burger Kitchen,+442072489199,££,3.5,30,[],https://www.yelp.com/biz/gourmet-burger-kitchen-london-28?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
19,kiosk-london-4,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 51.530802, 'longitude': -0.123532}",+44 20 3388 0816,2239.809715233931,4q6X9JarhmK_8EH8PjFBIw,https://s3-media3.fl.yelpcdn.com/bphoto/0OgewBjCByWDqZ15jbkK9Q/o.jpg,False,"{'address1': ""King's Cross Station"", 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'N1C 4TB', 'country': 'GB', 'state': 'XGL', 'display_address': [""King's Cross Station"", 'London N1C 4TB', 'United Kingdom']}",Kiosk,+442033880816,£,4.5,8,[],https://www.yelp.com/biz/kiosk-london-4?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
20,uptown-burger-co-leyton,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.564953, 'longitude': -0.0107976}",+44 20 8558 8788,10434.813844966906,r3PPNtNOspuqnsNtJt4RJA,https://s3-media4.fl.yelpcdn.com/bphoto/fh5_s00iv5aMiA6WJKg0hQ/o.jpg,False,"{'address1': '466 High Road', 'address2': '', 'address3': '', 'city': 'Leyton', 'zip_code': 'E10 6QA', 'country': 'GB', 'state': 'XGL', 'display_address': ['466 High Road', 'Leyton E10 6QA', 'United Kingdom']}",Uptown Burger Co,+442085588788,,4.0,1,[],https://www.yelp.com/biz/uptown-burger-co-leyton?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
21,waxy-o-connors-london,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'irish', 'title': 'Irish'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5107349, 'longitude': -0.1322637}",+44 20 7287 0255,343.497932226086,By_GidVlsMQa_Ri2hLkP9Q,https://s3-media3.fl.yelpcdn.com/bphoto/x3Q7SC5mr7sA7bTagmWlpA/o.jpg,False,"{'address1': '14-16 Rupert Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1D 6DD', 'country': 'GB', 'state': 'XGL', 'display_address': ['14-16 Rupert Street', 'London W1D 6DD', 'United Kingdom']}",Waxy O'Connor's,+442072870255,££,4.0,154,[],https://www.yelp.com/biz/waxy-o-connors-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
22,the-chandos-london,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.509588, 'longitude': -0.126792}",+44 20 7836 1401,729.771036358222,lVn3qBXylytx6BxrTzCpLQ,https://s3-media1.fl.yelpcdn.com/bphoto/Clk3rjykKlojgJzv5motqg/o.jpg,False,"{'address1': ""29 Saint Martin's Lane"", 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'WC2N 4ER', 'country': 'GB', 'state': 'XGL', 'display_address': [""29 Saint Martin's Lane"", 'London WC2N 4ER', 'United Kingdom']}",The Chandos,+442078361401,£,4.0,136,[],https://www.yelp.com/biz/the-chandos-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
23,big-easy-london,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 51.4852959, 'longitude': -0.1744201}",+44 20 7352 4071,4050.410859191886,PA45Xv1AQ1gFwXyqHWG2sQ,https://s3-media1.fl.yelpcdn.com/bphoto/RXky_UAUJmfdNCggPij-IA/o.jpg,False,"{'address1': '332-334 Kings Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW3 5UR', 'country': 'GB', 'state': 'XGL', 'display_address': ['332-334 Kings Road', 'London SW3 5UR', 'United Kingdom']}",Big Easy,+442073524071,££,3.5,138,[],https://www.yelp.com/biz/big-easy-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
